景区名称,用户名,评论内容,标签
云步桥,水天,走完快活三里，迎面是一座别致的小桥，名叫云步桥，全由青色的花岗岩砌成。此桥凌于绝壁之前，蔽于群松之下；瀑布挂前，云涌在后，松声云气，似虎啸山间，湍流石隙，如龙吟大海。1936年该桥不幸又被洪水冲毁，石桥便应运而生。1937年得中国旅行社资助重建，由工程司胡升鸿领工建造，被命名为云步桥(图2)。此桥东西向，为单孔石拱桥，长12.2米，宽4.35米，拱高6.1米，跨度11.8米。桥西侧设石勾栏，由伏石、华板、望板等组成，勾栏高1.15米。桥东首为八字形石阶，两侧设斜坡勾栏，勾栏末端和桥首望柱均作顶状。,positive
淄博市博物馆,许小天,门口的广场很不错但是博物馆的维护就没那么好了，很小的面积大部分都是空置的，卫生间也是相当的脏，真的不像是一个城市的博物馆，展示的文物还不错值得一看。,positive
曲阜师范大学,楊過的黯然销魂掌,去每一个地方我都喜欢去当地的最好的大学看一看。,positive
五峰山,幸运草,在济南长清区，属于泰山山脉，山上景色秀丽，不过有些地方有些陡峭。,positive
珍珠泉,曹文瀚,金、明、清、現代皆是濟南72名泉，又名北珍珠泉，在珍珠泉賓館,positive
百脉泉景区,落日飞鸢,不到趵突泉不算到济南，不到百脉泉不算看泉，百脉泉的泉名贯济南，绝对不容错过,positive
刘公岛,Ant,威海我觉得是一座很一般的城市，指针对旅游这一方面，其他不做评价，不过坐船游览，吹吹海风看看海鸟也是挺舒服的,neutral
仰口风景游览区,骑车去旅行,说起仰口，鲜有人知晓。但崂山却早以名扬天下，关于崂山道士的传说已流传了千年。仰口风景区位于崂山风景名胜区的东北部，仙山奇峰俊秀，黄海碧波荡漾，风光特色以仙山寺院、海湾海滩为主。因时间原因，我们没有去海滩玩，主要是登山观景。山上的象形石丰富多彩，极有特色，奇洞险峰，令人留恋。在微信公众号：骑车去旅行1979（weifang12301）中，有一篇导游式的游记，可以关注查看。,positive
日照九仙山风景区,逆光的少年丶,"九仙山门口停车10块钱一部，门票现场买票78，网上买票68,140cm免费，身高140cm以上的18岁以下少年儿童半票，半票按照现场价格，要在现场购买。九仙山里面很大，徒步的话几天也玩不完，而即使坐索道上山，要想玩所有的景区，还是要坐景区车，反而多此一举。山里云雾确实难以捉摸，总是随着气温升高而上升，一会儿云雾缭绕，一会儿一目千里。在大汗淋漓之后攀顶。由于温度的升高，云雾一度停留在山顶，置身于云雾中，能见度最多二十米。鉴于对九仙山全景的期待，正好稍作休整补充食物和水分。突然在几声惊呼之后发现，云雾尽散，九仙山全景尽路眼底。各种奇石林立，鹊石、月老石、元宝石、吠日石惟妙惟肖，而已美丽传说而得名的情侣峰，双峰壁立千仞，蔚为山岳奇观。各种奇石已经无法记住名字，但奇石加上云海的气势磅礴确是无法用语言形容。",positive
尼山圣境,马蜂窝用户,夫子石不开放，房子都锁着门不让进，最可怕的是，可能是因为除夕没人，停车场离入口巨远，还得自己走过去。沿着狂飙车辆的马路走了2公里多到了入口，又是爬山又是走台阶一大圈下来到了出口，竟然是停车场呀！好激动的要出去直接上车了，工作人员走过来啪把门一锁，说，你们原路跑回去吧，这个是消防通道！我去，我沿着指示牌到了出口，你说这里是消防通道，不能走人只走消防车，那刚那几个打扫卫生换班的人为啥不绕一圈去正门出去？,positive
环海路风景线,伪装,就为了这个环海路骑行我真的奔波了一下午，才开始跟导航走的发现不太对，周边一辆自行车也没有，又去了东山宾馆那边，结果那边下不去，正在施工，我又去了海边浴场那，也没看到租自行车的，问周边人说因为总是发生事故，现在不让骑了，我真是醉了……,positive
刘公岛,赵永泉,威海刘公岛、甲午之殇。铭记历史、让红色基因薪火相传。,positive
云步桥,愿♂,有山有水有亭子，亭子构造的很不错，很不错,positive
兰陵国家农业公园,静静的黎明,位于兰陵县代村，是山东省目前规模最大的生态农业旅游庄园。全园面积很大，分为南门和北门，里面交通很方便，有小火车、电瓶车、马车还有共享单车，建议可以从一个门坐车到另一个门，然后再不行往回游览景点，如果全程步行还是很累的。本来准备去看油菜花的，结果去的时间有点早，都没怎么开，比较遗憾。在南门那里有一个馆里面有天安门广场、粤港澳大桥等近几年比较有名的造型，所有的造型都是由水果或者蔬菜搭成的，还是比较有特色的。里面有个游乐园有滑草、漂流等游览项目，还有羊驼等不多见的动物，带小孩的游客可以进去逛逛。还有蔬菜馆，里面有很多用新方式培育的水果蔬菜，里面的南瓜能长到100多斤。附近有个沂蒙老街，吃饭可以在这里解决，但是一定要逛完景点才去，因为老街那是个出口，要不你进了老街，想在进景点就得另行买票。,positive
天主教洪家楼教堂,寇春宇,免门票，西门开～太美～太壮观～非常值得一看～乍一看，像哈利波特里的魔法学院？！教堂西门门口有一家水吧，奥利奥红豆沙冰～是我吃过最好吃的沙冰～,positive
百脉泉景区,Khanbaliq,个人认为比趵突泉好，值得一去。济南真不愧为泉城,positive
琴岛之眼摩天轮,大飞大飞,5点半，摩天轮还没有亮起彩灯，大概是7点半开始亮。摩天轮不清楚多少钱，我们没上去，拍了拍照。,positive
雪山彩虹谷旅游区,哎高大爷,彩虹谷原来是人工喷水，迎正阳光走在山谷里碰运气看彩虹，给你发一把打伞，穿过山谷上山，我反正是没看见彩虹，山水有个娱乐项目划草，比较刺激。,positive
圣保罗教堂,hodoni,亏他还叫了个这么洋气的名字，都没人的，虽然墙上有像大字报似的写着做礼拜时间、唱诗班地点什么的，但感觉像农村里的教堂。。。,positive
百脉泉景区,科子,个人感觉这里是泉城最漂亮的地方。,positive
峄山,rim-8,山以怪石闻名，山不算高，也不算大，但在当地显得挻雄伟，总之值得一去。,positive
青岛市民俗博物馆,当当父母,免费……第一个厅可以看些当地民俗，里面就全都是卖东西推销的了……但不强制，路过可以进去看半小时。,negative
登州古船博物馆,K.K,很有趣，喝多船，可以了解一些船的故事。,positive
石老人海滨浴场,athena_zhou,对于去过蜈支洲岛或者东南亚的海滩，那么这个海滩真不怎么样。海水一般般，海滩管理也一般般，为了防止有人用卫生间的水冲脚，就把水龙头的水设置的好小，洗个手都成问题。就等着你去买他们的更衣室。30一个人。,negative
乳山银滩旅游度假区,Shereen_Rain,老家嘛当然要好好宣传一下咯,positive
戚继光故里景区,Mia,距离蓬莱阁景区倒是很近，坐车的话，三五分钟就能到的样子，戚继光也算是烟台的一大有名的名族英雄了。,positive
沂蒙山旅游区龟蒙景区,天涯不问,山上的风光还是非常好的。想先步行的话，建议从左侧上山。因为观光车都是走右侧的山路想先坐车上去就从左侧下山就好因为左侧有栈道山途中有一个地方看风景特别好。山路还是很累的上山的话大约需要4个小时左右走在山林中到处都有鸟叫总会让我想起《鸟鸣涧》下山的时候累了可以坐观光车哈哈师傅的观光车开的会让你真正体验一次过山车的感觉坐到九龙潭还可以坐漂流山下还有一段路有免费观光车个人觉得还是很好的早上早点出门不然一天的话时间很赶,positive
日照海滨国家森林公园,骑行瓢虫,挨着我们住的地方不远，植物很多叫不上名来,neutral
万平口海滨风景区,M.L.W.G,就是一个海边和沙滩，哪里的沿海城市都有这些，真没什么特色。,positive
环翠楼公园,Andrew,环翠楼，威海市标志性建筑之一.,positive
十笏园,RUBYLS,好像是郑板桥在潍县当县令的一段故事引出的景点，在市中心还自己围城了个商业区。在丽景、泛海的后面，就是8块水泥板围成的公园，比较有当地特色。,positive
泰山风景名胜区-十八盘,曹文瀚,泰山最累的一段，在山下看著會有點崩潰，第一次爬泰山時在這裡被賣東西的撞了下胸口，害我氣岔到，立刻中暑。第二次爬時體力好得多，也輕鬆的多,negative
石门坊,Jivin,不是一般的差。。。。太坑人了，45元门票，里面就是荒山,negative
微山湖湿地红荷风景区,M.L.W.G,和想象中的非常有差距，湖水发绿，治理的一般，岛上不大但是交通混乱、导引导视几乎没有，电瓶车非要按照单项环形线路绕岛一圈，而且景点也没有什么内涵价值，没有精髓，就一个铁道游击队博物馆还行，其他几乎都是垃圾。不过从携程预订门票的时候，那个马经理倒是人很好，告诉你怎么能省钱，到景点给他电话，门票还能优惠。,negative
青岛火车站,瞎玩,不同于常见的火车站，青岛火车站的建筑还是德占时期的建筑风格，很有特色。,positive
胶州湾大桥,淡然一笑,非常不错的大桥，很壮观，漂亮。,positive
一天门,老倭瓜,人多，人超多，我不是节假日去的人还是很多，朋友五一去人更多,neutral
威海影视文化城,薰小棠,大风车影视基地在这里，去威海的时候还小，对大风车节目是相当的热衷。在这里看到各种节目里能看到的布景，很开心。,positive
九如山瀑布群风景区,荳寳仔,人真的是太多了，佛教圣地呢，每个大殿仔都有免费的香可以上…祈福胜地,positive
石门坊,小太妹的白眼睑,虽然没去看过红叶，不过平常去景色只能说很一般。,positive
灵山岛风景区,48857754,风光是好的。远离城市的雾霾远离近海的污染，岛上十多个渔村，四月末五月初的时候游客不多刚刚好。岛上民宿不少，条件说的过去，选择余地大。,neutral
小鱼山文化名人街区,Bing?,在青岛就是要慢下来，可以细细体会当地的特色民居，高高低低的上下坡，走下来真的很舒服,positive
泰山风景名胜区-南天门,大獬行走,南天门位于十八盘尽头，是登山盘道顶端，由下仰视，犹如天上宫阙，是登泰山顶的门户。,positive
大观园（济南）,西部世界,这个大观园不去也罢，也就名字有意思，不过是条步行街，还是没什么人气的街，店铺三三两两没什么生意，小吃店的东西也不好吃。,positive
